,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id
54673,S4J01,Closed fracture-dislocation of pelvis,YA15q,S4J01,S4J01,S327,208180003
54674,S4J21,Closed fracture-subluxation of pelvis,YM0qj,S4J21,S4J21,S327,208180003
54675,S10B4,Fracture of acetabulum,YA1S5,S10B4,XA0H1,S324,312840005
54676,S10B4,Fracture of acetabulum,YA1S5,S10B4,XA0H1,S324,705120006
54677,S120A,Cough fracture,YaY8C,S120A,S1271,S224,22000002
54678,S127.,Fracture of rib,YA1RS,S127.,XA0Gv,S224,22000002
54679,S1270,Multiple fractures of ribs,YMAwi,S1270,XA0Gx,S224,22000002
54680,S12z.,Rib fracture NOS,YA1Rs,S12z.,XA0Gw,S224,22000002
54681,S29..,Multiple rib fractures,YA1Rt,S29..,XA0Gx,S224,22000002
54682,S120A,Cough fracture,YaY8C,S120A,S1271,S225,78055008
54683,S1240,Closed flail chest,Yacpk,S1240,XaCv9,S225,78055008
54684,S1241,Open flail chest,Yacpl,S1241,XaCvA,S225,78055008
54685,S127.,Fracture of rib,YA1RS,S127.,XA0Gv,S225,78055008
54686,S1270,Multiple fractures of ribs,YMAwi,S1270,XA0Gx,S225,78055008
54687,S128.,Fracture of sternum,YA1Rv,S128.,XA0Gy,S225,78055008
54688,S12z.,Rib fracture NOS,YA1Rs,S12z.,XA0Gw,S225,78055008
54689,S12z.,Sternum fracture NOS,YA1Ry,S12z.,XA0Gz,S225,78055008
54690,S29..,Multiple rib fractures,YA1Rt,S29..,XA0Gx,S225,78055008
54691,S29..,Multiple fractures of sternum,YA1Yz,S29..,XA0Hv,S225,78055008
54692,S4J00,Closed fracture-dislocation of sternum,YA15r,S4J00,S4J00,S225,78055008
54693,S4J20,Closed fracture-subluxation of sternum,YM0qi,S4J20,S4J20,S225,78055008
54694,S127.,Fracture of rib,YA1RS,S127.,XA0Gv,S223,262525000
54695,S12z.,Rib fracture NOS,YA1Rs,S12z.,XA0Gw,S223,262525000
54696,S12y.,Fracture of other parts of bony thorax,Yacsk,S12y.,XaCwK,S228,262525000
54697,S12y.,Fracture of other parts of bony thorax,Yacsk,S12y.,XaCwK,S228,311452007
54698,S12y0,Closed fracture of other parts of bony thorax,Yacsl,S12y0,XaCwL,S228,262525000
54699,S12y0,Closed fracture of other parts of bony thorax,Yacsl,S12y0,XaCwL,S228,311452007
54700,S12y1,Open fracture of other parts of bony thorax,Yacsm,S12y1,XaCwM,S228,262525000
54701,S12y1,Open fracture of other parts of bony thorax,Yacsm,S12y1,XaCwM,S228,311452007
54702,S12z.,"Fracture of rib(s), sternum, larynx or trachea NOS",YA1DW,S12z.,XE1ko,T028,428861000000105
54703,S12z.,"Fracture of rib(s), sternum, larynx or trachea NOS",YA1DW,S12z.,XE1ko,T028,208736007
54704,S12z.,"Fracture of rib(s), sternum, larynx or trachea NOS",YA1DW,S12z.,XE1ko,T028,311870003
54705,S12z.,"Fracture of rib(s), sternum, larynx or trachea NOS",YA1DW,S12z.,XE1ko,T028,415791000000107
54706,S12z.,"Fracture of rib(s), sternum, larynx or trachea NOS",YA1DW,S12z.,XE1ko,T028,208097006
54707,S29..,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",YA1Y4,S29..,XE1l2,T028,428861000000105
54708,S29..,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",YA1Y4,S29..,XE1l2,T028,208736007
54709,S29..,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",YA1Y4,S29..,XE1l2,T028,311870003
54710,S29..,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",YA1Y4,S29..,XE1l2,T028,415791000000107
54711,S29..,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",YA1Y4,S29..,XE1l2,T028,208097006
54712,S21..,Shoulder blade fracture,YA1LY,S21..,S21..,S421,125594001
54713,S221.,Shoulder fracture - open,YA1MC,S221.,XM1Nd,S421,125594001
54714,S21..,Shoulder blade fracture,YA1LY,S21..,S21..,S427,66308002
54715,S221.,Shoulder fracture - open,YA1MC,S221.,XM1Nd,S427,66308002
54716,S2920,"Closed multiple fractures of clavicle, scapula and humerus",Yad4x,S2920,XaD32,S427,66308002
54717,S2921,"Open multiple fractures of clavicle, scapula and humerus",Yad50,S2921,XaD33,S427,66308002
54718,Syu42,"[X]Multiple fractures of clavicle, scapula and humerus",YMAZw,Syu42,S292.,S427,66308002
54719,S221.,Open fracture of the proximal humerus,YA1MB,S221.,XE1kp,S422,208251004
54720,S221.,Open fracture of the proximal humerus,YA1MB,S221.,XE1kp,S422,623691000000107
54721,S221.,Open fracture of the proximal humerus,YA1MB,S221.,XE1kp,S422,208247001
54722,S226.,Fracture of upper end of humerus,YMAwQ,S226.,XA0GQ,S422,208251004
54723,S226.,Fracture of upper end of humerus,YMAwQ,S226.,XA0GQ,S422,623691000000107
54724,S226.,Fracture of upper end of humerus,YMAwQ,S226.,XA0GQ,S422,208247001
54725,S221.,Shoulder fracture - open,YA1MC,S221.,XM1Nd,S428,209243009
54726,S221.,Shoulder fracture - open,YA1MC,S221.,XM1Nd,S428,213479003
54727,S4A01,Closed fracture-dislocation acromio-clavicular joint,YA16O,S4A01,S4A01,S428,209243009
54728,S4A01,Closed fracture-dislocation acromio-clavicular joint,YA16O,S4A01,S4A01,S428,213479003
54729,S4A11,Open fracture-dislocation acromio-clavicular joint,YA16Q,S4A11,S4A11,S428,209243009
54730,S4A11,Open fracture-dislocation acromio-clavicular joint,YA16Q,S4A11,S4A11,S428,213479003
54731,S4A21,Closed fracture-subluxation acromio-clavicular joint,YM0pb,S4A21,S4A21,S428,209243009
54732,S4A21,Closed fracture-subluxation acromio-clavicular joint,YM0pb,S4A21,S4A21,S428,213479003
54733,S4A31,Open fracture-subluxation acromio-clavicular joint,YM0pe,S4A31,S4A31,S428,209243009
54734,S4A31,Open fracture-subluxation acromio-clavicular joint,YM0pe,S4A31,S4A31,S428,213479003
54735,S224.,Closed fracture of the distal humerus,YA1MQ,S224.,XE1kq,S424,208287006
54736,S225.,Open fracture of the distal humerus,YA1Md,S225.,XE1kr,S424,208287006
54737,S228.,Fracture of lower end of humerus,YMAwR,S228.,XA0GT,S424,208287006
54738,S224.,Elbow fracture - closed,YA1MR,S224.,Xa8Hw,S520,263078002
54739,S224.,Elbow fracture - closed,YA1MR,XE1kq,Xa8Hw,S520,263078002
54740,S225.,Elbow fracture - open,YA1Me,S225.,Xa8ID,S520,263078002
54741,S225.,Elbow fracture - open,YA1Me,XE1kr,Xa8ID,S520,263078002
54742,S236.,Fracture of upper end of ulna,YMAwU,S236.,XA0Gi,S520,263078002
54743,S4B..,Fracture-dislocation or subluxation elbow,YA16T,S4B..,S4B..,S520,263078002
54744,S4B0.,Closed fracture-dislocation elbow,YA16U,S4B0.,S4B0.,S520,263078002
54745,S4B00,Closed fracture-dislocation elbow joint,YA16W,S4B00,S4B00,S520,263078002
54746,S4B01,Closed fracture-dislocation superior radio-ulnar joint,YA16V,S4B01,S4B01,S520,263078002
54747,S4B1.,Open fracture-dislocation elbow,YA16X,S4B1.,S4B1.,S520,263078002
54748,S4B10,Open fracture-dislocation elbow joint,YA16Z,S4B10,S4B10,S520,263078002
54749,S4B11,Open fracture-dislocation superior radio-ulnar joint,YA16Y,S4B11,S4B11,S520,263078002
54750,S4B2.,Closed fracture-subluxation elbow,YM0pf,S4B2.,S4B2.,S520,263078002
54751,S4B20,Closed fracture-subluxation elbow joint,YM0pg,S4B20,S4B20,S520,263078002
54752,S4B21,Closed fracture-subluxation superior radio-ulnar joint,YM0ph,S4B21,S4B21,S520,263078002
54753,S4B3.,Open fracture-subluxation elbow,YM0pi,S4B3.,S4B3.,S520,263078002
54754,S4B30,Open fracture-subluxation elbow joint,YM0pj,S4B30,S4B30,S520,263078002
54755,S4B31,Open fracture-subluxation superior radio-ulnar joint,YM0pk,S4B31,S4B31,S520,263078002
54756,S2307,Closed # radius neck,YM1jr,S2307,S2307,S521,5895007
54757,S237.,Fracture of upper end of radius,YMAwS,S237.,XA0GX,S521,5895007
54758,S234.,"Closed fracture of radius and ulna, lower end",YA1Oj,S234.,XE1kt,S526,208292008
54759,S235.,"Open fracture of radius and ulna, lower end",YA1Oo,S235.,XE1kw,S526,208292008
54760,S235.,Wrist fracture - open,YA1Os,S235.,S2356,S526,208292008
54761,S23C.,Fracture of lower end of both ulna and radius,YMAwW,S23C.,XA0Gn,S526,208292008
54762,S23y3,Open fracture of the radius and ulna,YMKGn,S23y3,S23y3,S526,208292008
54763,S4C10,"Open fracture-dislocation, distal radio-ulnar joint",YA16m,S4C10,S4C10,S526,208292008
54764,S4C30,"Open fracture-subluxation, distal radio-ulnar joint",YM0pv,S4C30,S4C30,S526,208292008
54765,S2341,Closed Colles' fracture,YA1NU,S2341,XE1ku,S525,208342009
54766,S2341,Smith's fracture - closed,YA1NX,S2341,S2347,S525,208342009
54767,S2342,"Closed fracture of the distal radius, unspecified",YA1NH,S2342,XE1kv,S525,208342009
54768,S2347,Closed Smith's fracture,YA1NY,S2347,S2347,S525,208342009
54769,S2349,Closed volar Barton's fracture-dislocation,YA1Ne,S2349,S2349,S525,208342009
54770,S2349,Closed volar Barton fracture-subluxation,YA1Nd,S2349,S2349,S525,208342009
54771,S234A,Closd dorsal Barton's fracture,YMKGm,S234A,S234A,S525,208342009
54772,S234A,Closed dorsal Barton's fracture-dislocation,YA1Nl,S234A,S234A,S525,208342009
54773,S234A,Closed dorsal Barton fracture-subluxation,YA1Nk,S234A,S234A,S525,208342009
54774,S234F,Closed Barton's fracture,YaaUt,S234F,XaBDE,S525,208342009
54775,S234G,Greenstick fracture of distal radius,YauOp,S234G,XaXeR,S525,208342009
54776,S2351,Open Colles' fracture,YA1NV,S2351,XE1kx,S525,208342009
54777,S2351,Smith's fracture - open,YA1NZ,S2351,S2357,S525,208342009
54778,S2352,"Open fracture of the distal radius, unspecified",YA1NN,S2352,XE1ky,S525,208342009
54779,S2352,"Dupuytren's fracture, radius - open",YA1NO,S2352,XE1ky,S525,208342009
54780,S2357,Open Smith's fracture,YA1Na,S2357,S2357,S525,208342009
54781,S2359,Open volar Barton fracture-dislocation,YA1Nh,S2359,S2359,S525,208342009
54782,S2359,Open volar Barton fracture-subluxation,YA1Ng,S2359,S2359,S525,208342009
54783,S235A,Open dorsal Barton's fracture-dislocation,YA1No,S235A,S235A,S525,208342009
54784,S235A,Open dorsal Barton's fracture-subluxation,YA1Nn,S235A,S235A,S525,208342009
54785,S235F,Open Barton's fracture,YaaUs,S235F,XaBDD,S525,208342009
54786,S23B.,Fracture of lower end of radius,YMAwT,S23B.,XA0Gb,S525,208342009
54787,S2420,Fracture of scaphoid,YMAwX,S2420,XA0Gp,S620,281516004
54788,S2420,Fracture of scaphoid,YMAwX,S2420,XA0Gp,S620,340036002
54790,S4C06,Closed fracture-dislocation peri-lunate trans-scaphoid,YA171,S4C06,S4C06,S620,281516004
54791,S4C06,Closed fracture-dislocation peri-lunate trans-scaphoid,YA171,S4C06,S4C06,S620,340036002
54793,S2420,Fracture of scaphoid,YMAwX,S2420,XA0Gp,S922,208694003
54794,S2420,Fracture of scaphoid,YMAwX,S2420,XA0Gp,S922,209362005
54796,S35..,Fracture of one or more tarsal and metatarsal bones,YA1Z8,S35..,XE1lF,S922,208694003
54797,S35..,Fracture of one or more tarsal and metatarsal bones,YA1Z8,S35..,XE1lF,S922,209362005
54799,S35..,Tarsal bone fracture,YMKGr,S35..,XA0Hi,S922,208694003
54800,S35..,Tarsal bone fracture,YMKGr,S35..,XA0Hi,S922,209362005
54802,S4H01,"Closed fracture-dislocation, midtarsal joint",YA17i,S4H01,S4H01,S922,208694003
54803,S4H01,"Closed fracture-dislocation, midtarsal joint",YA17i,S4H01,S4H01,S922,209362005
54805,S4H02,"Closed fracture-dislocation, tarsometatarsal joint",YA17j,S4H02,S4H02,S922,208694003
54806,S4H02,"Closed fracture-dislocation, tarsometatarsal joint",YA17j,S4H02,S4H02,S922,209362005
54808,S4H11,"Open fracture-dislocation, midtarsal joint",YA17q,S4H11,S4H11,S922,208694003
54809,S4H11,"Open fracture-dislocation, midtarsal joint",YA17q,S4H11,S4H11,S922,209362005
54811,S4H12,"Open fracture-dislocation, tarsometatarsal joint",YA17r,S4H12,S4H12,S922,208694003
54812,S4H12,"Open fracture-dislocation, tarsometatarsal joint",YA17r,S4H12,S4H12,S922,209362005
54814,S4H21,"Closed fracture-subluxation, midtarsal joint",YM0qT,S4H21,S4H21,S922,208694003
54815,S4H21,"Closed fracture-subluxation, midtarsal joint",YM0qT,S4H21,S4H21,S922,209362005
54817,S4H22,"Closed fracture-subluxation, tarsometatarsal joint",YM0qU,S4H22,S4H22,S922,208694003
54818,S4H22,"Closed fracture-subluxation, tarsometatarsal joint",YM0qU,S4H22,S4H22,S922,209362005
54820,S4H31,"Open fracture-subluxation, midtarsal joint",YM0qb,S4H31,S4H31,S922,208694003
54821,S4H31,"Open fracture-subluxation, midtarsal joint",YM0qb,S4H31,S4H31,S922,209362005
54823,S4H32,"Open fracture-subluxation, tarsometatarsal joint",YM0qc,S4H32,S4H32,S922,208694003
54824,S4H32,"Open fracture-subluxation, tarsometatarsal joint",YM0qc,S4H32,S4H32,S922,209362005
54826,S26..,Fracture of one or more phalanges of hand,YA1QE,S26..,XE1l1,S627,208388003
54827,S26..,Fracture of one or more phalanges of hand,YA1QE,S26..,XE1l1,S627,122549002
54828,S26..,Fracture of one or more phalanges of hand,YA1QE,S26..,XE1l1,S627,18171007
54829,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S627,208388003
54830,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S627,122549002
54831,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S627,18171007
54832,S26..,Thumb fracture excluding base,YA1QF,S26..,XE1l1,S627,208388003
54833,S26..,Thumb fracture excluding base,YA1QF,S26..,XE1l1,S627,122549002
54834,S26..,Thumb fracture excluding base,YA1QF,S26..,XE1l1,S627,18171007
54835,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S627,208388003
54836,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S627,122549002
54837,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S627,18171007
54838,S4D06,Closed fracture-dislocation multiple digits,YA17F,S4D06,S4D06,S627,208388003
54839,S4D06,Closed fracture-dislocation multiple digits,YA17F,S4D06,S4D06,S627,122549002
54840,S4D06,Closed fracture-dislocation multiple digits,YA17F,S4D06,S4D06,S627,18171007
54841,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S627,208388003
54842,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S627,122549002
54843,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S627,18171007
54844,S4D26,Closed fracture-subluxation multiple digits,YM0qA,S4D26,S4D26,S627,208388003
54845,S4D26,Closed fracture-subluxation multiple digits,YM0qA,S4D26,S4D26,S627,122549002
54846,S4D26,Closed fracture-subluxation multiple digits,YM0qA,S4D26,S4D26,S627,18171007
54847,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S626,209302007
54848,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S626,209303002
54849,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S626,208480006
54850,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S626,704235009
54851,S26..,Finger fracture,YA1QG,S26..,XA0Gt,S626,208479008
54852,S4D0.,Closed fracture-dislocation digit,YA178,S4D0.,S4D0.,S626,209302007
54853,S4D0.,Closed fracture-dislocation digit,YA178,S4D0.,S4D0.,S626,209303002
54854,S4D0.,Closed fracture-dislocation digit,YA178,S4D0.,S4D0.,S626,208480006
54855,S4D0.,Closed fracture-dislocation digit,YA178,S4D0.,S4D0.,S626,704235009
54856,S4D0.,Closed fracture-dislocation digit,YA178,S4D0.,S4D0.,S626,208479008
54857,S4D00,"Closed fracture-dislocation digit, unspecified",YA179,S4D00,S4D00,S626,209302007
54858,S4D00,"Closed fracture-dislocation digit, unspecified",YA179,S4D00,S4D00,S626,209303002
54859,S4D00,"Closed fracture-dislocation digit, unspecified",YA179,S4D00,S4D00,S626,208480006
54860,S4D00,"Closed fracture-dislocation digit, unspecified",YA179,S4D00,S4D00,S626,704235009
54861,S4D00,"Closed fracture-dislocation digit, unspecified",YA179,S4D00,S4D00,S626,208479008
54862,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S626,209302007
54863,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S626,209303002
54864,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S626,208480006
54865,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S626,704235009
54866,S4D01,"Closed fracture-dislocation, metacarpophalangeal joint",YA17A,S4D01,S4D01,S626,208479008
54867,S4D02,"Closed fracture-dislocation, interphalangeal joint, unspecified",YA17B,S4D02,S4D02,S626,209302007
54868,S4D02,"Closed fracture-dislocation, interphalangeal joint, unspecified",YA17B,S4D02,S4D02,S626,209303002
54869,S4D02,"Closed fracture-dislocation, interphalangeal joint, unspecified",YA17B,S4D02,S4D02,S626,208480006
54870,S4D02,"Closed fracture-dislocation, interphalangeal joint, unspecified",YA17B,S4D02,S4D02,S626,704235009
54871,S4D02,"Closed fracture-dislocation, interphalangeal joint, unspecified",YA17B,S4D02,S4D02,S626,208479008
54872,S4D03,"Closed fracture-dislocation, distal interphalangeal joint",YA17C,S4D03,S4D03,S626,209302007
54873,S4D03,"Closed fracture-dislocation, distal interphalangeal joint",YA17C,S4D03,S4D03,S626,209303002
54874,S4D03,"Closed fracture-dislocation, distal interphalangeal joint",YA17C,S4D03,S4D03,S626,208480006
54875,S4D03,"Closed fracture-dislocation, distal interphalangeal joint",YA17C,S4D03,S4D03,S626,704235009
54876,S4D03,"Closed fracture-dislocation, distal interphalangeal joint",YA17C,S4D03,S4D03,S626,208479008
54877,S4D04,"Closed fracture-dislocation, proximal interphalangeal joint",YA17D,S4D04,S4D04,S626,209302007
54878,S4D04,"Closed fracture-dislocation, proximal interphalangeal joint",YA17D,S4D04,S4D04,S626,209303002
54879,S4D04,"Closed fracture-dislocation, proximal interphalangeal joint",YA17D,S4D04,S4D04,S626,208480006
54880,S4D04,"Closed fracture-dislocation, proximal interphalangeal joint",YA17D,S4D04,S4D04,S626,704235009
54881,S4D04,"Closed fracture-dislocation, proximal interphalangeal joint",YA17D,S4D04,S4D04,S626,208479008
54882,S4D10,"Open fracture-dislocation digit, unspecified",YA17H,S4D10,S4D10,S626,209302007
54883,S4D10,"Open fracture-dislocation digit, unspecified",YA17H,S4D10,S4D10,S626,209303002
54884,S4D10,"Open fracture-dislocation digit, unspecified",YA17H,S4D10,S4D10,S626,208480006
54885,S4D10,"Open fracture-dislocation digit, unspecified",YA17H,S4D10,S4D10,S626,704235009
54886,S4D10,"Open fracture-dislocation digit, unspecified",YA17H,S4D10,S4D10,S626,208479008
54887,S4D12,"Open fracture-dislocation, interphalangeal joint, unspecified",YA17J,S4D12,S4D12,S626,209302007
54888,S4D12,"Open fracture-dislocation, interphalangeal joint, unspecified",YA17J,S4D12,S4D12,S626,209303002
54889,S4D12,"Open fracture-dislocation, interphalangeal joint, unspecified",YA17J,S4D12,S4D12,S626,208480006
54890,S4D12,"Open fracture-dislocation, interphalangeal joint, unspecified",YA17J,S4D12,S4D12,S626,704235009
54891,S4D12,"Open fracture-dislocation, interphalangeal joint, unspecified",YA17J,S4D12,S4D12,S626,208479008
54892,S4D13,"Open fracture-dislocation, distal interphalangeal joint",YA17K,S4D13,S4D13,S626,209302007
54893,S4D13,"Open fracture-dislocation, distal interphalangeal joint",YA17K,S4D13,S4D13,S626,209303002
54894,S4D13,"Open fracture-dislocation, distal interphalangeal joint",YA17K,S4D13,S4D13,S626,208480006
54895,S4D13,"Open fracture-dislocation, distal interphalangeal joint",YA17K,S4D13,S4D13,S626,704235009
54896,S4D13,"Open fracture-dislocation, distal interphalangeal joint",YA17K,S4D13,S4D13,S626,208479008
54897,S4D2.,Closed fracture-subluxation digit,YM0q3,S4D2.,S4D2.,S626,209302007
54898,S4D2.,Closed fracture-subluxation digit,YM0q3,S4D2.,S4D2.,S626,209303002
54899,S4D2.,Closed fracture-subluxation digit,YM0q3,S4D2.,S4D2.,S626,208480006
54900,S4D2.,Closed fracture-subluxation digit,YM0q3,S4D2.,S4D2.,S626,704235009
54901,S4D2.,Closed fracture-subluxation digit,YM0q3,S4D2.,S4D2.,S626,208479008
54902,S4D20,"Closed fracture-subluxation digit, unspecified",YM0q4,S4D20,S4D20,S626,209302007
54903,S4D20,"Closed fracture-subluxation digit, unspecified",YM0q4,S4D20,S4D20,S626,209303002
54904,S4D20,"Closed fracture-subluxation digit, unspecified",YM0q4,S4D20,S4D20,S626,208480006
54905,S4D20,"Closed fracture-subluxation digit, unspecified",YM0q4,S4D20,S4D20,S626,704235009
54906,S4D20,"Closed fracture-subluxation digit, unspecified",YM0q4,S4D20,S4D20,S626,208479008
54907,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S626,209302007
54908,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S626,209303002
54909,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S626,208480006
54910,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S626,704235009
54911,S4D21,"Closed fracture-subluxation, metacarpophalangeal joint",YM0q5,S4D21,S4D21,S626,208479008
54912,S4D22,"Closed fracture-subluxation, interphalangeal joint, unspecified",YM0q6,S4D22,S4D22,S626,209302007
